time,last_price,price_std,last_price-price_std,buy_area,sell_area,buy_area-sell_area,total_buy,total_sell,total_buy/total_sell,total_sell/total_buy,buy_std/sell_std,sell_std/buy_std,buy_area/sell_area,total_buy_area,total_sell_area,rsi,mfi,sma,ema,ohlcv_open,ohlcv_high,ohlcv_low,ohlcv_close,ohlcv_volume
2018-08-03 12:26:53,398.93,400.2818032786885,-1.3518032786885215,1795661.0,5336489.0,-3540828.0,1259.7539900199995,2649.834234730001,0.47540860236050175,2.103453734397724,2.9251908396946567,0.3418580375782881,0.33648734214574416,35035417,42462476,37.43116333592481,20.64117102833501,405.40444444444444,443.2279013500735,410.62,411.09,396.61,398.52,37376.81633
2018-08-03 12:27:25,398.52,400.22819672131146,-1.7081967213114808,1843341.0,4744626.0,-2901285.0,1284.6428366199998,1767.37281198,0.726865790800983,1.3757697949961736,2.5350467289719627,0.39447004608294933,0.38851133893377476,34971118,42431166,37.43116333592481,20.64117102833501,405.40444444444444,443.2279013500735,410.62,411.09,396.61,398.52,37376.81633
2018-08-03 12:27:56,398.52,400.1745901639344,-1.6545901639344152,1931485.0,4098313.0,-2166828.0,1271.63752752,2163.4720972,0.5877762551991188,1.7013276585343409,2.09142509629029,0.47814287098962877,0.47128782013477255,34857672,42589670,37.402369432425495,20.63980147661596,405.40666666666664,443.2404013500735,410.62,411.09,396.61,398.62,37501.6537
2018-08-03 12:28:28,398.52,400.1209836065574,-1.6009836065574063,2030609.0,3358948.0,-1328339.0,1369.3487093100002,1891.14994204,0.7240825694830267,1.3810579651350676,1.6341886938066756,0.6119244391971664,0.6045371943834796,34677052,42625032,37.41545207679876,20.637942363330115,405.38222222222225,443.21290135007354,410.62,411.09,396.61,398.4,37667.82616
2018-08-03 12:29:04,398.52,400.0673770491803,-1.5473770491803407,2043533.0,3139542.0,-1096009.0,1292.33959862,2102.9005722099996,0.6145509757800116,1.627204315688803,1.5189800613496933,0.6583364887037738,0.6509016283266795,34488235,42822456,37.41545207679876,20.637942363330115,405.38222222222225,443.21290135007354,410.62,411.09,396.61,398.4,37667.82616
2018-08-03 12:29:36,398.52,400.01278688524593,-1.4927868852459483,2041169.0,3143158.0,-1101989.0,1278.4954806399996,1777.4167052100001,0.719299800037013,1.390240898090814,1.5226487523992323,0.6567502836253624,0.6494006982786102,34313871,42861851,37.418069704005255,20.63444388405686,405.3777777777778,443.1629013500735,410.62,411.09,396.61,398.0,37983.90881
2018-08-03 12:30:09,398.52,399.9581967213115,-1.438196721311499,1968305.0,2946516.0,-978211.0,1085.2306900499998,1673.55485225,0.6484583929776597,1.5421189868606595,1.4814888535031847,0.6749966411393256,0.6680109661715735,34125493,42795725,37.381456220552124,20.633745950821332,405.35,443.17665135007354,410.62,411.09,396.61,398.11,38053.51584
2018-08-03 12:30:40,398.3,399.89967213114755,-1.5996721311475426,1844699.0,2779609.0,-934910.0,1059.5093021899997,1472.3008357,0.7196282692363344,1.389606332532204,1.4900296987696224,0.6711275626423691,0.663654132649592,33927433,42714915,37.381456220552124,20.633745950821332,405.35,443.17665135007354,410.62,411.09,396.61,398.11,38053.51584
2018-08-03 12:31:11,398.3,399.8416393442623,-1.5416393442623075,1773379.0,2510246.0,-736867.0,1112.6849154,1429.0364742300003,0.778625973140078,1.2843136942467446,1.4007498897220998,0.713903322311447,0.7064562596653874,33694880,42668568,37.36317633533447,20.633001305239183,405.3355555555556,443.1616513500735,410.62,411.09,396.61,397.99,38123.05591
2018-08-03 12:31:42,398.28,399.7840983606557,-1.504098360655746,1704003.0,2408081.0,-704078.0,1103.0739888199998,1521.47996084,0.7250006685668073,1.3793090728823958,1.3982564808442304,0.7151763740771124,0.7076186390740179,33513284,42547228,37.351434418301984,20.631974041731716,405.3255555555555,443.1491513500735,410.62,411.09,396.61,397.89,38218.54868
2018-08-03 12:32:13,398.0,399.7219672131147,-1.7219672131146808,1649100.0,2334562.0,-685462.0,951.7083536099998,1489.38632997,0.638993613986755,1.5649608667618515,1.3990532544378698,0.7147690746066655,0.7063851806034708,33326822,42411613,37.351434418301984,20.631974041731716,405.3255555555555,443.1491513500735,410.62,411.09,396.61,397.89,38218.54868
2018-08-03 12:32:44,398.0,399.6598360655737,-1.6598360655736997,1632112.0,2403392.0,-771280.0,1015.9910498799998,1645.1654785899998,0.6175616149876678,1.61927162526118,1.4551542693135613,0.6872123602892833,0.6790868905280537,33111392,42371942,37.35926154280364,20.631309648081846,405.3288888888889,443.15290135007353,410.62,411.09,396.61,397.92,38277.74376
2018-08-03 12:33:15,397.99,399.59754098360656,-1.6075409836065546,1659171.0,2403791.0,-744620.0,1179.4223313799998,1430.4564305600004,0.8245076929174804,1.2128449601986717,1.4324387947269304,0.6981101068200493,0.6902309726594367,33015087,42185031,37.31104646624115,20.63104611339374,405.2933333333333,443.1129013500735,410.62,411.09,396.61,397.6,38311.6342
2018-08-03 12:33:46,397.99,399.53524590163937,-1.5452459016393618,1617227.0,2381552.0,-764325.0,997.2728926099999,1467.6227264200002,0.6795158419511985,1.4716360359289726,1.456059874456784,0.6867849444536561,0.6790643244405329,32703695,41932535,37.31104646624115,20.63104611339374,405.2933333333333,443.1129013500735,410.62,411.09,396.61,397.6,38311.6342
2018-08-03 12:34:17,398.0,399.47311475409845,-1.4731147540984466,1598055.0,2379823.0,-781768.0,901.1469202199999,1487.0694482,0.6059884569014441,1.6501964494723644,1.4733626588465298,0.6787195223088406,0.671501620078468,32453133,41736070,37.33709320492885,20.630446258225916,405.3133333333333,443.1354013500735,410.62,411.09,396.61,397.78,38360.32444
2018-08-03 12:34:48,398.0,399.4109836065574,-1.4109836065574086,1574404.0,2282427.0,-708023.0,957.1063584899998,1403.8189804200001,0.6817875893113007,1.4667324775010024,1.4345562716906297,0.6970796613098323,0.6897938028248001,32270444,41584504,37.355347570545405,20.62970881793069,405.33,443.15290135007353,410.62,411.09,396.61,397.92,38421.61956
